1	уже	уже	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#47.632#47.905
212	модно	модный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@yad1986m-words#@yad1986m#296.037#296.258
213	стильно	стильный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@yad1986m-words#@yad1986m#296.258#296.479
214	молодёжно	молодёжный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@yad1986m-words#@yad1986m#296.479#296.704
215	само	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#3.64#4.12
216	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#5.02#5.255
217	пришёл	прийти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#5.255#5.49
218	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#5.49#5.725
219	за	за	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#5.725#5.96
220	одну	один	NUM	_	Case=Acc|Gender=Fem	_	_	_	@aap1989m-words#@aap1989m#5.96#6.195
221	ночь	ночь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#6.195#6.43
222	написал	написать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#6.43#6.665
223	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#6.665#6.9
224	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#6.9#7.135
225	помню	помнить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#7.135#7.37
226	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#7.37#7.605
227	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#7.605#7.85
228	Москва	Москва	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#11.66#12.12
229	дом	дом	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#12.12#12.58
230	аа	аа	INTJ	_	_	_	_	_	@aap1989m-words#@aap1989m#13.78#14.053
231	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#14.053#14.326
232	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#14.326#14.599
233	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#14.599#14.872
234	один	один	NUM	_	Case=Nom|Gender=Masc	_	_	_	@aap1989m-words#@aap1989m#14.872#15.145
235	дома	дом	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#15.145#15.418
236	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#15.418#15.691
237	ааа	ааа	INTJ	_	_	_	_	_	@aap1989m-words#@aap1989m#15.691#15.964
238	Ира	Ира	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#15.964#16.237
239	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#16.237#16.51
240	на	на	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#16.51#16.783
241	съёмках	съёмка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@aap1989m-words#@aap1989m#16.783#17.056
242	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#17.056#17.329
243	в	в	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#17.329#17.602
244	другом	другой	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#17.602#17.875
245	городе	город	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#17.875#18.148
246	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#18.148#18.421
247	ии	и	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#18.421#18.694
248	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#18.694#18.967
249	шёл	идти	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act _	_	_	@aap1989m-words#@aap1989m#18.967#19.24
250	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#19.24#19.513
251	у	у	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#19.513#19.786
252	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#19.786#20.059
253	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#20.059#20.332
254	по-моему	по-моему	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#20.332#20.605
255	смена	смена	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#20.605#20.878
256	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#20.878#21.151
257	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#21.151#21.424
258	снимался	сниматься	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@aap1989m-words#@aap1989m#21.424#21.697
259	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#21.697#21.97
260	потом	потом	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#21.97#22.243
261	вечером	вечер	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#22.243#22.516
262	пошёл	пойти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#22.516#22.789
263	на	на	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#22.789#23.062
264	Патрики	Патрики	PROPN	_	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@aap1989m-words#@aap1989m#23.062#23.335
265	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#23.335#23.608
266	походил	походить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#23.608#23.881
267	погулял	гулять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#23.881#24.154
268	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#24.154#24.427
269	[нрзб]	[нрзб]	X	_	_	_	_	_	@aap1989m-words#@aap1989m#24.427#24.7
270	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#24.7#24.973
271	есть	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#24.973#25.246
272	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#25.246#25.519
273	понимал	понимать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#25.519#25.792
274	что	что	SCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#25.792#26.065
275	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@aap1989m-words#@aap1989m#26.065#26.338
276	где-то	где-то	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#26.338#26.611
277	вот	вот	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#26.611#26.884
278	рядом	рядом	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#26.884#27.157
279	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@aap1989m-words#@aap1989m#27.157#27.43
280	просто	просто	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#27.43#27.703
281	надо	надо	AUX	_	_	_	_	_	@aap1989m-words#@aap1989m#27.703#27.976
282	забрать	забрать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#27.976#28.249
283	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#28.249#28.522
284	перенести	перенести	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#28.522#28.795
285	на	на	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#28.795#29.068
286	бумагу	бумага	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#29.068#29.341
287	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#29.341#29.614
288	всё	всё	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#29.614#29.887
289	больше	много	ADV	_	Degree=Cmp	_	_	_	@aap1989m-words#@aap1989m#29.887#30.16
290	нич...	нич	X	_	_	_	_	_	@aap1989m-words#@aap1989m#30.16#30.433
291	ну	ну	INTJ	_	_	_	_	_	@aap1989m-words#@aap1989m#30.433#30.706
292	или	или	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#30.706#30.979
293	там	там	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#30.979#31.252
294	на	на	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#31.252#31.525
295	компьютер	компьютер	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#31.525#31.798
296	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#31.798#32.071
297	больше	много	ADV	_	Degree=Cmp	_	_	_	@aap1989m-words#@aap1989m#32.071#32.344
298	ничего	ничто	PRON	_	Case=Gen	_	_	_	@aap1989m-words#@aap1989m#32.344#32.617
299	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#32.617#32.89
300	не	не	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#32.89#33.163
301	надо	надо	AUX	_	_	_	_	_	@aap1989m-words#@aap1989m#33.163#33.436
302	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#33.436#33.709
303	и	и	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#33.709#33.982
304	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#33.982#34.255
305	понимал	понимать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#34.255#34.528
306	что	что	SCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#34.528#34.801
307	если	если	SCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#34.801#35.074
308	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#35.074#35.347
309	буду	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#35.347#35.62
310	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@aap1989m-words#@aap1989m#35.62#35.893
311	специально	специально	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#35.893#36.166
312	где-то	где-то	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#36.166#36.439
313	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#36.439#36.712
314	а	а	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#36.712#36.985
315	ждать	ждать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#36.985#37.258
316	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#37.258#37.531
317	но	но	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#37.531#37.804
318	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#37.804#38.077
319	про	про	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#38.077#38.35
320	него	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	@aap1989m-words#@aap1989m#38.35#38.623
321	забыл	забыть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#38.623#38.896
322	совершенно	совершенно	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#38.896#39.169
323	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#39.169#39.442
324	м	м	INTJ	_	_ _	_	_	@aap1989m-words#@aap1989m#39.442#39.715
325	потому	потому	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#39.715#39.988
326	что	что	SCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#39.988#40.261
327	ко	к	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#40.261#40.534
328	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#40.534#40.807
329	постоянно	постоянно	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#40.807#41.08
330	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#41.08#41.353
331	звонила	звонить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#41.353#41.626
332	приходила	приходить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#41.626#41.899
333	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#41.899#42.172
334	надоедала	надоедать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#42.172#42.445
335	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#42.445#42.718
336	продюсер	продюсер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#42.718#42.991
337	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#42.991#43.264
338	заново	заново	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#43.264#43.537
339	родиться	рождаться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@aap1989m-words#@aap1989m#43.537#43.81
340	Анастасия	Анастасия	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#43.81#44.083
341	Сайфулина	Сайфулина	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#44.083#44.356
342	которая	который	PRON	_	Case=Nom	_	_	_	@aap1989m-words#@aap1989m#44.356#44.629
343	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#44.629#44.902
344	подгоняла	подгонять	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#44.902#45.175
345	и	и	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#45.175#45.448
346	говорила	говорить	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#45.448#45.721
347	Саня	Саня	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#45.721#45.994
348	ну	ну	INTJ	_	_	_	_	_	@aap1989m-words#@aap1989m#45.994#46.267
349	давай	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#46.267#46.54
350	рожай	рожать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#46.54#46.813
351	уже	уже	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#46.813#47.086
352	что-то	что-то	PRON	_	Case=Acc	_	_	_	@aap1989m-words#@aap1989m#47.086#47.359
353	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#47.359#47.632
354	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#47.905#48.178
355	уже	уже	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#48.178#48.451
356	время	время	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#48.451#48.724
357	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#48.724#48.997
358	уже	уже	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#48.997#49.27
359	там	там	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#49.27#49.543
360	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#49.543#49.816
361	не	не	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#49.816#50.089
362	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#50.089#50.362
363	ни	ни	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#50.362#50.635
364	в	в	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#50.635#50.908
365	одних	один	DET	_	Case=Loc|Number=Plur	_	_	_	@aap1989m-words#@aap1989m#50.908#51.181
366	заведениях	заведение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@aap1989m-words#@aap1989m#51.181#51.454
367	и	и	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#51.454#51.727
368	больших	большой	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@aap1989m-words#@aap1989m#51.727#52.0
369	концертных	концертный	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@aap1989m-words#@aap1989m#52.0#52.273
370	залах	зал	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@aap1989m-words#@aap1989m#52.273#52.546
371	ничего	ничто	PRON	_	Case=Gen	_	_	_	@aap1989m-words#@aap1989m#52.546#52.819
372	не	не	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#52.819#53.092
373	останется	остаться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@aap1989m-words#@aap1989m#53.092#53.365
374	[нрзб]	[нрзб]	X	_	_	_	_	_	@aap1989m-words#@aap1989m#53.365#53.638
375	трудно	трудный	ADV	_	Degree=Pos _	_	_	@aap1989m-words#@aap1989m#53.638#53.911
376	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#53.911#54.184
377	договориться	договориться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@aap1989m-words#@aap1989m#54.184#54.457
378	там	там	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#54.457#54.73
379	и	и	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#54.73#55.003
380	так	так	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#55.003#55.276
381	далее	далее	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#55.276#55.549
382	и	и	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#55.549#55.822
383	так	так	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#55.822#56.095
384	далее	далее	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#56.095#56.368
385	ну	ну	INTJ	_	_	_	_	_	@aap1989m-words#@aap1989m#56.368#56.641
386	со	с	ADP	_	_	_	_	_	@aap1989m-words#@aap1989m#56.641#56.914
387	своей	свой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#56.914#57.187
388	точки	точка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#57.187#57.46
389	зрения	зрение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#57.46#57.733
390	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@aap1989m-words#@aap1989m#57.733#58.006
391	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@aap1989m-words#@aap1989m#58.006#58.279
392	всё	всё	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#58.279#58.552
393	делала	делать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#58.552#58.825
394	вот	вот	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#58.825#59.098
395	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#59.098#59.371
396	аа	аа	X	_	_	_	_	_	@aap1989m-words#@aap1989m#59.371#59.68
397	и	и	CCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#60.63#60.883
398	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#60.883#61.136
399	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#61.136#61.389
400	да	да	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#61.389#61.642
401	да	да	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#61.642#61.895
402	да	да	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#61.895#62.148
403	да	да	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#62.148#62.401
404	да	да	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#62.401#62.654
405	да	да	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#62.654#62.907
406	да	да	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#62.907#63.16
407	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#63.16#63.413
408	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@aap1989m-words#@aap1989m#63.413#63.666
409	наверно	наверно	ADV	_	_	_	_	_	@aap1989m-words#@aap1989m#63.666#63.919
410	подумала	подумать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@aap1989m-words#@aap1989m#63.919#64.172
411	что	что	SCONJ	_	_	_	_	_	@aap1989m-words#@aap1989m#64.172#64.425
412	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@aap1989m-words#@aap1989m#64.425#64.678
413	какой-то	какой-то	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#64.678#64.931
414	такой	такой	DET	_	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#64.931#65.184
415	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#65.184#65.437
416	раздолбай	раздолбай	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@aap1989m-words#@aap1989m#65.437#65.69
417	/	/	PUNCT	_	_	_	_	_	@aap1989m-words#@aap1989m#65.69#65.943
418	который	который	PRON	_	_	_	_	_	@aap1989m-words#@aap1989m#65.943#66.196
419	просто	просто	PART	_	_	_	_	_	@aap1989m-words#@aap1989m#66.196#66.449
